Transaction Id,Item-1,item-2,Item-3,Item-4,Item-5,Item-6,Item-7,Item-8,Item-9,Item-10,Item-11,Item-12
1344544,meat,rolls/buns,white bread,semi-finished bread,,,,,,,,
8616846,chicken,candy,,,,,,,,,,
8585644,zwieback,bottled beer,hygiene articles,,,,,,,,,
1869951,other vegetables,rolls/buns,,,,,,,,,,
6327699,sausage,chocolate,,,,,,,,,,
5330136,packaged fruit/vegetables,,,,,,,,,,,
1249098,yogurt,,,,,,,,,,,
5398527,pork,other vegetables,UHT-milk,,,,,,,,,
6642241,ice cream,rolls/buns,chocolate,,,,,,,,,
9326749,beef,,,,,,,,,,,
6277112,bottled beer,,,,,,,,,,,
8251829,soda,,,,other vegetables,whole milk,butter,yogurt,sliced cheese,frozen vegetables,rice,Instant food products
6847364,meat,citrus fruit,tropical fruit,root vegetables,,,,,,,,
9280129,fish,specialty chocolate,,,,,,,,,,
8261384,tropical fruit,whole milk,butter,syrup,pet care,bottled water,hygiene articles,,,,,
8204952,tropical fruit,whole milk,domestic eggs,rolls/buns,long life bakery product,candy,detergent,,,,,
3508433,frozen vegetables,frozen dessert,semi-finished bread,margarine,,,,,,,,
9330605,other vegetables,canned beer,,,yogurt,whipped/sour cream,frozen vegetables,frozen fruits,baking powder,pickled vegetables,fruit/vegetable juice,sparkling wine
2019959,root vegetables,herbs,other vegetables,whole milk,liquor (appetizer),dishes,newspapers,,,,,
2159279,fish,frozen meals,domestic eggs,bottled beer,,,,,,,,
3760756,UHT-milk,canned fish,,,house keeping products,shopping bags,,,,,,
2779864,berries,oil,bottled water,cake bar,,,,,,,,
6979915,condensed milk,,,,,,,,,,,
1181660,salt,margarine,canned beer,,,,,,,,,
5633827,canned beer,long life bakery product,,,pastry,fruit/vegetable juice,napkins,bags,,,,
5386937,pip fruit,root vegetables,frozen vegetables,frozen potato products,,,,,,,,
2081148,sausage,,,,,,,,,,,
3922921,sausage,frozen potato products,,,,,,,,,,
5746563,frozen meals,soda,specialty chocolate,,,,,,,,,
1927278,berries,brown bread,,,,,,,,,,
6777097,liquor,napkins,,,,,,,,,,
1228632,yogurt,beverages,soda,shopping bags,,,,,,,,
3635333,yogurt,,,,frozen meals,meat spreads,canned fish,coffee,canned beer,salty snack,cling film/bags,kitchen towels
5472946,citrus fruit,tropical fruit,pip fruit,condensed milk,,,,,,,,
8696240,brown bread,seasonal products,,,bottled beer,hygiene articles,shopping bags,,,,,
4353957,ham,onions,whipped/sour cream,hard cheese,,,,,,,,
4065050,domestic eggs,waffles,napkins,,processed cheese,white bread,sugar,,,,,
8495624,tropical fruit,yogurt,UHT-milk,cream cheese ,,,,,,,,
3247569,rolls/buns,white bread,,,,,,,,,,
2247650,pip fruit,bottled water,,,bottled beer,,,,,,,
2155739,tropical fruit,yogurt,salt,specialty vegetables,,,,,,,,
9718701,photo/film,,,,,,,,,,,
5296904,bottled beer,prosecco,,,,,,,,,,
2062819,whole milk,fruit/vegetable juice,chewing gum,shopping bags,,,,,,,,
8779104,chicken,tropical fruit,domestic eggs,white wine,,,,,,,,
1884219,canned beer,,,,,,,,,,,
2776200,onions,whole milk,,,flower soil/fertilizer,,,,,,,
7229407,other vegetables,dessert,white bread,dog food,butter,frozen meals,fruit/vegetable juice,,,,,
4689416,frankfurter,tropical fruit,other vegetables,whole milk,,,,,,,,
7749518,other vegetables,whole milk,,,,,,,,,,
9700180,white wine,,,,,,,,,,,
3706005,other vegetables,cream cheese ,,,,,,,,,,
2574150,canned beer,,,,brown bread,canned fish,soda,misc. beverages,bottled beer,dental care,,
1862574,tropical fruit,other vegetables,whole milk,mayonnaise,,,,,,,,
1771476,fruit/vegetable juice,long life bakery product,newspapers,,canned beer,,,,,,,
7808982,berries,rolls/buns,pastry,fruit/vegetable juice,canned beer,,,,,,,
2127681,other vegetables,brown bread,pastry,bottled water,,,,,,,,
9065539,other vegetables,,,,meat spreads,canned fish,,,,,,
8553029,meat,yogurt,cream cheese ,brown bread,,,,,,,,
7509943,other vegetables,whole milk,dessert,chewing gum,,,,,,,,
6603617,ham,light bulbs,,,,,,,,,,
6695181,chocolate,specialty chocolate,,,,,,,,,,
9645366,frankfurter,whole milk,white bread,brown bread,soda,fruit/vegetable juice,candy,shopping bags,,,,
3061485,processed cheese,white bread,sugar,cat food,,,,,,,,
4889861,rolls/buns,,,,,,,,,,,
1571184,chewing gum,,,,,,,,,,,
2153185,root vegetables,herbs,,,candy,,,,,,,
3024934,tropical fruit,dessert,yogurt,soda,,,,,,,,
5937917,detergent,,,,misc. beverages,fruit/vegetable juice,candy,,,,,
3082416,tropical fruit,pip fruit,processed cheese,rolls/buns,,,,,,,,
9248166,sausage,yogurt,cat food,,,,,,,,,
1369687,soda,liquor (appetizer),,,,,,,,,,
6164666,semi-finished bread,,,,soda,white wine,chocolate,detergent,,,,
3985148,frankfurter,other vegetables,rolls/buns,white bread,,,,,,,,
3278586,sausage,frozen meals,shopping bags,,,,,,,,,
9530986,citrus fruit,tropical fruit,pip fruit,chewing gum,soda,,,,,,,
6400205,whole milk,yogurt,pastry,sweet spreads,,,,,,,,
7237514,misc. beverages,canned beer,,,,,,,,,,
7601967,tropical fruit,whole milk,newspapers,shopping bags,shopping bags,,,,,,,
1185753,beef,other vegetables,bottled beer,red/blush wine,,,,,,,,
7146544,other vegetables,,,,beverages,domestic eggs,flour,margarine,Instant food products,canned fruit,jam,
6821964,frankfurter,tropical fruit,pip fruit,dessert,canned beer,cake bar,shopping bags,,,,,
2580896,sausage,pip fruit,curd,soda,soda,,,,,,,
5760458,whole milk,yogurt,spread cheese,bottled water,other vegetables,hard cheese,white bread,bottled water,shopping bags,,,
1516138,sausage,ham,pip fruit,onions,coffee,soda,fruit/vegetable juice,white wine,chewing gum,shopping bags,,
7276196,frankfurter,yogurt,UHT-milk,frozen vegetables,,,,,,,,
3938550,bottled beer,,,,,,,,,,,
5845347,cereals,,,,,,,,,,,
3199423,chocolate marshmallow,,,,,,,,,,,
7406541,other vegetables,semi-finished bread,,,,,,,,,,
9696666,meat,other vegetables,salty snack,,,,,,,,,
4603406,cocoa drinks,,,,pasta,fruit/vegetable juice,,,,,,
8022476,sausage,tropical fruit,butter,frozen meals,,,,,,,,
9708092,whole milk,brown bread,,,,,,,,,,
7293072,coffee,instant coffee,,,house keeping products,,,,,,,
5049234,tropical fruit,whole milk,domestic eggs,red/blush wine,canned beer,brandy,shopping bags,,,,,
9079028,sausage,UHT-milk,brown bread,oil,,,,,,,,
7055380,rolls/buns,pastry,,,,,,,,,,
8600954,ice cream,semi-finished bread,,,,,,,,,,
9750224,liver loaf,whole milk,rolls/buns,soda,whole milk,yogurt,whipped/sour cream,rolls/buns,kitchen towels,newspapers,,
1922027,frankfurter,hamburger meat,tropical fruit,other vegetables,,,,,,,,
2329624,chewing gum,seasonal products,,,,,,,,,,
3004810,soda,salty snack,cake bar,candy,margarine,chewing gum,,,,,,
8133561,butter,dessert,yogurt,rolls/buns,,,,,,,,
2026201,chicken,tropical fruit,pip fruit,other vegetables,newspapers,shopping bags,,,,,,
5294303,sausage,rolls/buns,bottled water,soda,,,,,,,,
2628084,soda,,,,,,,,,,,
7109437,cat food,,,,rolls/buns,male cosmetics,newspapers,,,,,
8083730,pip fruit,butter milk,UHT-milk,ice cream,,,,,,,,
3493392,soft cheese,ice cream,,,,,,,,,,
7841886,whole milk,white bread,newspapers,,,,,,,,,
3221637,soda,,,,,,,,,,,
9013763,chicken,,,,hygiene articles,flower (seeds),,,,,,
1561857,other vegetables,curd,pastry,pasta,,,,,,,,
5489220,pastry,instant coffee,,,shopping bags,,,,,,,
3393950,ice cream,bottled beer,prosecco,dishes,,,,,,,,
8511001,sausage,,,,,,,,,,,
7003937,citrus fruit,yogurt,whipped/sour cream,shopping bags,,,,,,,,
8930502,chocolate,,,,,,,,,,,
1880558,beverages,,,,,,,,,,,
5184873,bottled water,,,,,,,,,,,
6964994,sausage,other vegetables,dessert,,,,,,,,,
4140721,whipped/sour cream,,,,sugar,cereals,soda,soap,,,,
8421926,root vegetables,other vegetables,whole milk,rolls/buns,,,,,,,,
1900727,ice cream,soda,,,yogurt,frozen meals,pastry,potato products,fruit/vegetable juice,bottled beer,salty snack,long life bakery product
4324554,meat,pip fruit,whole milk,curd,grapes,other vegetables,whole milk,yogurt,sliced cheese,frozen meals,frozen fish,brown bread
5531204,frankfurter,ham,tropical fruit,pip fruit,cream cheese ,rolls/buns,brown bread,canned vegetables,fruit/vegetable juice,,,
1608987,tropical fruit,dessert,yogurt,sliced cheese,frozen vegetables,domestic eggs,brown bread,canned vegetables,,,,
5347216,chicken,root vegetables,other vegetables,whole milk,,,,,,,,
1997441,root vegetables,other vegetables,white bread,baking powder,,,,,,,,
7292942,other vegetables,fruit/vegetable juice,salty snack,napkins,,,,,,,,
8737986,coffee,tea,,,,,,,,,,
7008302,soda,,,,bottled beer,,,,,,,
8579327,chicken,pork,margarine,specialty fat,,,,,,,,
7480983,ice cream,,,,,,,,,,,
2240161,hamburger meat,cream cheese ,brown bread,,,,,,,,,
2901073,pork,rolls/buns,,,,,,,,,,
9206503,ice cream,,,,,,,,,,,
1392838,other vegetables,coffee,soda,dental care,,,,,,,,
6733624,bottled beer,,,,,,,,,,,
1791836,misc. beverages,dishes,,,soda,candles,,,,,,
2127683,beef,tropical fruit,whole milk,margarine,,,,,,,,
8102321,whole milk,meat spreads,fruit/vegetable juice,,,,,,,,,
1583837,chicken,yogurt,whipped/sour cream,,,,,,,,,
6693914,dessert,specialty chocolate,,,,,,,,,,
8502134,pastry,margarine,coffee,,,,,,,,,
5002511,sausage,whole milk,yogurt,,,,,,,,,
2748593,onions,frozen meals,,,pot plants,,,,,,,
9987737,tropical fruit,other vegetables,UHT-milk,domestic eggs,,,,,,,,
6645837,flower soil/fertilizer,,,,,,,,,,,
7627305,ice cream,,,,,,,,,,,
9951260,soda,,,,,,,,,,,
8036416,pastry,soda,,,curd,yogurt,UHT-milk,specialty cheese,white bread,margarine,cereals,pickled vegetables
5692086,pip fruit,root vegetables,whole milk,butter,fruit/vegetable juice,long life bakery product,,,,,,
3111366,meat,other vegetables,whole milk,hard cheese,,,,,,,,
2197900,whole milk,hard cheese,rolls/buns,bottled water,,,,,,,,
9147278,zwieback,,,,,,,,,,,
8947175,liquor (appetizer),,,,,,,,,,,
1338915,pip fruit,whole milk,,,,,,,,,,
8486921,canned beer,,,,,,,,,,,
3975581,Instant food products,soda,,,,,,,,,,
5959127,pork,yogurt,,,,,,,,,,
8674144,butter milk,,,,,,,,,,,
3141533,oil,,,,specialty chocolate,kitchen towels,,,,,,
2353648,meat,pork,butter,brown bread,frozen vegetables,ice cream,bottled water,shopping bags,,,,
4152721,tropical fruit,pip fruit,whole milk,cream cheese ,,,,,,,,
2483806,soda,canned beer,,,,,,,,,,
6718669,soda,,,,,,,,,,,
5672669,meat,whole milk,yogurt,,UHT-milk,cream cheese ,brown bread,pastry,hygiene articles,,,
1619885,frankfurter,tropical fruit,other vegetables,dessert,,,,,,,,
7957845,whipped/sour cream,frozen vegetables,,,ice cream,pasta,canned vegetables,soda,salty snack,,,
4580885,tropical fruit,root vegetables,other vegetables,whole milk,,,,,,,,
9265653,sausage,newspapers,,,,,,,,,,
3239168,tropical fruit,whipped/sour cream,hygiene articles,,,,,,,,,
5582728,pork,processed cheese,canned beer,,,,,,,,,
3090216,bottled beer,flower (seeds),,,soda,misc. beverages,chocolate,,,,,
7683644,whole milk,cat food,pet care,coffee,,,,,,,,
5474313,frozen vegetables,,,,chocolate,specialty bar,shopping bags,,,,,
9687127,whole milk,processed cheese,soda,cake bar,hard cheese,fruit/vegetable juice,long life bakery product,waffles,,,,
4246073,sausage,tropical fruit,root vegetables,other vegetables,brown bread,roll products ,canned vegetables,sparkling wine,chocolate,dental care,,
9768061,pork,other vegetables,whole milk,frozen vegetables,napkins,,,,,,,
1086142,beef,whole milk,curd,white bread,whole milk,butter milk,whipped/sour cream,white bread,,,,
2838512,sausage,chicken,hamburger meat,other vegetables,pasta,sauces,baking powder,cat food,pet care,bottled water,bottled beer,salty snack
8792370,tropical fruit,pip fruit,UHT-milk,cream cheese ,fruit/vegetable juice,long life bakery product,specialty chocolate,specialty bar,,,,
9097067,whole milk,yogurt,domestic eggs,rolls/buns,,,,,,,,
2661835,bottled water,waffles,chocolate,,,,,,,,,
8946320,beef,specialty chocolate,,,,,,,,,,
1504072,brown bread,,,,,,,,,,,
5204489,bottled beer,,,,cat food,bottled water,soda,bottled beer,waffles,,,
1330915,sausage,tropical fruit,yogurt,frozen meals,whipped/sour cream,sliced cheese,pastry,hygiene articles,napkins,,,
4781210,pip fruit,other vegetables,whole milk,butter,,,,,,,,
2269322,frankfurter,rolls/buns,,,,,,,,,,
4199804,UHT-milk,mustard,,,,,,,,,,
6522143,whole milk,brown bread,,,,,,,,,,
8647315,butter milk,brown bread,,,,,,,,,,
6991643,whole milk,,,,soda,,,,,,,
6607443,herbs,whole milk,curd,cat food,yogurt,rice,oil,bathroom cleaner,,,,
4713400,tropical fruit,root vegetables,other vegetables,whole milk,,,,,,,,
4508003,chicken,rolls/buns,bottled water,,cocoa drinks,soda,,,,,,
8121098,curd,cream cheese ,frozen fruits,margarine,yogurt,margarine,fruit/vegetable juice,,,,,
7799523,pork,beef,other vegetables,whole milk,,,,,,,,
3644434,hamburger meat,,,,shopping bags,,,,,,,
2992666,hamburger meat,onions,ice cream,misc. beverages,brown bread,salt,canned fish,bottled water,fruit/vegetable juice,bottled beer,popcorn,
5883011,root vegetables,onions,dessert,mayonnaise,soda,long life bakery product,chocolate,chocolate marshmallow,,,,
1913591,butter,spread cheese,ice cream,rolls/buns,,,,,,,,
5318847,UHT-milk,sugar,coffee,canned beer,,,,,,,,
6072327,whole milk,cat food,,,citrus fruit,root vegetables,herbs,whole milk,butter,domestic eggs,roll products ,coffee
3140234,sausage,meat,chicken,beef,,,,,,,,
1717956,canned beer,specialty bar,,,,,,,,,,
3499089,whole milk,rolls/buns,canned beer,chewing gum,,,,,,,,
3482055,oil,,,,other vegetables,soft cheese,hard cheese,cream cheese ,mayonnaise,frozen meals,domestic eggs,rolls/buns
9971626,sausage,meat,berries,onions,ketchup,seasonal products,,,,,,
2946562,frankfurter,mayonnaise,margarine,mustard,,,,,,,,
1712251,sliced cheese,rolls/buns,,,dessert,yogurt,brown bread,dental care,male cosmetics,,,
5618684,sausage,meat,whole milk,curd,margarine,soda,canned beer,liquor,newspapers,,,
8609340,chicken,pip fruit,whole milk,dessert,,,,,,,,
5786423,butter milk,yogurt,,,coffee,specialty chocolate,seasonal products,cookware,shopping bags,,,
7835549,pip fruit,yogurt,cream cheese ,meat spreads,,,,,,,,
3943143,sausage,berries,sliced cheese,cream cheese ,,,,,,,,
5763340,butter,yogurt,,,,,,,,,,
6723671,pork,other vegetables,,,,,,,,,,
1832598,cat food,,,,hard cheese,processed cheese,canned vegetables,soda,waffles,specialty bar,newspapers,
1711147,hamburger meat,berries,other vegetables,UHT-milk,,,,,,,,
6624366,tropical fruit,whole milk,newspapers,,bottled water,fruit/vegetable juice,,,,,,
1934610,whole milk,yogurt,beverages,rolls/buns,,,,,,,,
5345248,softener,newspapers,,,,,,,,,,
8393135,rolls/buns,pastry,semi-finished bread,,,,,,,,,
3404544,tropical fruit,whole milk,,,soda,long life bakery product,hygiene articles,shopping bags,,,,
9259702,dessert,soft cheese,brown bread,pastry,,,,,,,,
6650132,newspapers,,,,oil,chocolate,,,,,,
2814322,hamburger meat,herbs,UHT-milk,domestic eggs,,,,,,,,
5988442,chicken,,,,,,,,,,,
3005858,other vegetables,whole milk,specialty cheese,,,,,,,,,
3246966,fruit/vegetable juice,,,,flower (seeds),,,,,,,
9147139,chocolate,specialty bar,candy,napkins,,,,,,,,
9022875,margarine,misc. beverages,,,,,,,,,,
4420861,cling film/bags,,,,misc. beverages,chocolate,specialty chocolate,,,,,
8719789,chicken,butter,frozen vegetables,soda,,,,,,,,
6466878,salt,salty snack,,,,,,,,,,
2317997,newspapers,,,,,,,,,,,
7598578,root vegetables,,,,shopping bags,,,,,,,
1063370,pip fruit,misc. beverages,chewing gum,specialty chocolate,shopping bags,,,,,,,
5134285,sausage,spread cheese,domestic eggs,soda,,,,,,,,
9393253,other vegetables,whole milk,salty snack,,other vegetables,whole milk,whipped/sour cream,misc. beverages,fruit/vegetable juice,red/blush wine,salty snack,detergent
9894241,tropical fruit,pip fruit,root vegetables,onions,,,,,,,,
2147210,newspapers,,,,,,,,,,,
5444749,frankfurter,processed cheese,soda,,,,,,,,,
3544495,fruit/vegetable juice,,,,coffee,fruit/vegetable juice,,,,,,
1847629,ham,whole milk,hard cheese,margarine,other vegetables,whole milk,butter milk,whipped/sour cream,roll products ,bottled water,detergent,hygiene articles
4393301,sausage,pork,beef,tropical fruit,,,,,,,,
1435006,frankfurter,beef,whole milk,,,,,,,,,
3330507,fish,UHT-milk,cream cheese ,ice cream,,,,,,,,
4525164,chewing gum,specialty bar,,,shopping bags,,,,,,,
4714507,citrus fruit,rolls/buns,soda,chewing gum,,,,,,,,
3995580,canned beer,,,,,,,,,,,
2444073,canned beer,,,,,,,,,,,
6852537,canned beer,,,,,,,,,,,
3394626,UHT-milk,soda,detergent,,curd,frozen fish,domestic eggs,jam,dishes,,,
4165254,citrus fruit,pip fruit,other vegetables,whole milk,,,,,,,,
2686173,whole milk,bottled beer,liquor (appetizer),hygiene articles,,,,,,,,
4977414,citrus fruit,,,,,,,,,,,
1211069,canned beer,,,,,,,,,,,
8973241,dessert,,,,misc. beverages,waffles,skin care,,,,,
7667561,ham,whole milk,dessert,rolls/buns,,,,,,,,
1228408,meat,rolls/buns,misc. beverages,,,,,,,,,
5273706,pip fruit,rolls/buns,snack products,,newspapers,,,,,,,
9669956,UHT-milk,domestic eggs,rolls/buns,fruit/vegetable juice,,,,,,,,
3104773,canned beer,,,,,,,,,,,
6691552,other vegetables,whole milk,butter milk,margarine,,,,,,,,
4000204,whole milk,butter milk,cream cheese ,coffee,spread cheese,rolls/buns,margarine,bottled water,,,,
6749004,sausage,pip fruit,root vegetables,whole milk,,,,,,,,
4976607,canned beer,,,,,,,,,,,
5778343,yogurt,rolls/buns,,,margarine,soups,cat food,coffee,bottled water,soda,misc. beverages,sparkling wine
3867166,root vegetables,UHT-milk,domestic eggs,pasta,,,,,,,,
3887739,bottled beer,,,,,,,,,,,
9085185,canned beer,shopping bags,,,whipped/sour cream,chocolate,chocolate marshmallow,shopping bags,,,,
5879054,pork,tropical fruit,pip fruit,other vegetables,,,,,,,,
4230581,canned beer,,,,,,,,,,,
4207429,pip fruit,soda,,,margarine,seasonal products,,,,,,
4421287,meat,pork,soft cheese,oil,,,,,,,,
8432831,pork,pip fruit,frozen vegetables,brown bread,pastry,margarine,baking powder,,,,,
5701691,other vegetables,whole milk,mayonnaise,frozen potato products,,,,,,,,
3422592,whole milk,domestic eggs,,,,,,,,,,
2095340,sausage,bottled water,,,,,,,,,,
4791649,misc. beverages,,,,,,,,,,,
6716315,bottled water,newspapers,,,curd,yogurt,condensed milk,white bread,detergent,,,
4397199,beef,pip fruit,whole milk,butter,,,,,,,,
4000014,tropical fruit,bottled water,white wine,newspapers,bottled beer,,,,,,,
4974570,rolls/buns,brown bread,soda,misc. beverages,,,,,,,,
3826756,canned beer,,,,soda,canned beer,,,,,,
7585267,sausage,other vegetables,yogurt,rolls/buns,soda,pot plants,,,,,,
9458617,sliced cheese,domestic eggs,rolls/buns,bottled water,frozen fish,rolls/buns,pastry,,,,,
2939741,pork,other vegetables,whole milk,cream cheese ,,,,,,,,
9610452,soda,,,,,,,,,,,
8226936,rolls/buns,,,,,,,,,,,
5204857,soda,bottled beer,,,,,,,,,,
3354231,chocolate,,,,,,,,,,,
6535138,ham,turkey,frozen vegetables,pastry,salty snack,shopping bags,,,,,,
3948258,other vegetables,whole milk,margarine,jam,,,,,,,,
3274167,canned beer,,,,,,,,,,,
2370387,canned beer,,,,,,,,,,,
7722773,canned beer,,,,whole milk,curd,yogurt,tea,bottled water,salty snack,kitchen towels,newspapers
7700654,tropical fruit,pip fruit,root vegetables,other vegetables,salty snack,specialty bar,newspapers,,,,,
3943038,tropical fruit,whole milk,beverages,soda,,,,,,,,
9106904,canned beer,waffles,,,,,,,,,,
6738859,canned beer,specialty bar,,,,,,,,,,
6199631,bottled water,soda,,,whole milk,butter milk,whipped/sour cream,mayonnaise,white bread,roll products ,sauces,salty snack
9434565,frankfurter,hamburger meat,grapes,other vegetables,curd,whipped/sour cream,spread cheese,white bread,bottled water,soda,,
8998750,tropical fruit,root vegetables,onions,other vegetables,whipped/sour cream,cream cheese ,margarine,baking powder,long life bakery product,bathroom cleaner,,
8979697,liver loaf,other vegetables,butter,yogurt,,,,,,,,
8155496,shopping bags,,,,long life bakery product,,,,,,,
9450489,tropical fruit,other vegetables,cream cheese ,baking powder,brown bread,waffles,chocolate,,,,,
8286039,frankfurter,sausage,organic sausage,white bread,,,,,,,,
2397709,citrus fruit,curd,yogurt,newspapers,,,,,,,,
7181304,whole milk,curd,oil,margarine,UHT-milk,bottled water,soda,,,,,
8743842,tropical fruit,berries,root vegetables,butter,detergent,newspapers,,,,,,
2424164,beef,root vegetables,soda,fruit/vegetable juice,,,,,,,,
8864943,fruit/vegetable juice,pot plants,,,whole milk,pastry,,,,,,
1393887,frankfurter,sausage,tropical fruit,root vegetables,bottled water,newspapers,,,,,,
7808999,beef,citrus fruit,root vegetables,whole milk,pickled vegetables,,,,,,,
3631090,beef,whole milk,pastry,flour,,,,,,,,
1887891,canned beer,,,,,,,,,,,
9977084,canned beer,,,,,,,,,,,
9259661,rolls/buns,,,,,,,,,,,
9303948,other vegetables,cream cheese ,,,rolls/buns,pastry,pickled vegetables,bottled water,shopping bags,,,
3107003,sausage,whole milk,spread cheese,mayonnaise,,,,,,,,
7320542,rolls/buns,,,,soda,fruit/vegetable juice,napkins,,,,,
2068738,yogurt,frozen dessert,rolls/buns,pastry,newspapers,,,,,,,
8722845,pork,whole milk,pastry,sugar,whipped/sour cream,rolls/buns,margarine,sugar,Instant food products,bottled water,,
5567299,tropical fruit,root vegetables,whole milk,yogurt,red/blush wine,long life bakery product,waffles,chocolate,,,,
2790218,rolls/buns,margarine,bottled water,rum,,,,,,,,
1359936,hamburger meat,whole milk,misc. beverages,red/blush wine,,,,,,,,
2277978,pip fruit,pastry,,,,,,,,,,
7890878,whole milk,bottled water,bottled beer,newspapers,,,,,,,,
2897805,pastry,,,,,,,,,,,
9797417,whole milk,sugar,cat food,,rolls/buns,mustard,,,,,,
7991997,sausage,root vegetables,whole milk,whipped/sour cream,,,,,,,,
7238619,canned beer,,,,,,,,,,,
8762385,beef,rolls/buns,,,,,,,,,,
7982711,canned beer,,,,domestic eggs,baking powder,salty snack,shopping bags,,,,
1497192,frankfurter,beef,other vegetables,cream cheese ,,,,,,,,
5686467,pastry,coffee,chewing gum,,pickled vegetables,dish cleaner,,,,,,
2523896,sausage,pork,hard cheese,rolls/buns,,,,,,,,
7802554,tropical fruit,bottled water,,,,,,,,,,
7052064,whole milk,,,,,,,,,,,
5601064,sausage,pork,white wine,,,,,,,,,
2449171,root vegetables,other vegetables,cream cheese ,chocolate,,,,,,,,
6069310,frozen meals,,,,newspapers,,,,,,,
7419229,other vegetables,bottled water,canned beer,chewing gum,beverages,oil,soda,dish cleaner,,,,
4572640,chicken,hamburger meat,herbs,dessert,,,,,,,,
5169273,bottled water,canned beer,,,,,,,,,,
6959695,whole milk,yogurt,,,,,,,,,,
8687542,whole milk,rolls/buns,bottled water,,,,,,,,,
9850464,frankfurter,pork,brown bread,potato products,other vegetables,rolls/buns,semi-finished bread,baking powder,white wine,napkins,cling film/bags,
5993748,beef,hamburger meat,pip fruit,berries,shopping bags,,,,,,,
2209786,sausage,berries,rolls/buns,chewing gum,butter,processed cheese,rolls/buns,potato products,rice,margarine,cereals,cat food
6984882,sausage,ham,tropical fruit,whole milk,,,,,,,,
2167527,candy,,,,UHT-milk,cream cheese ,frozen vegetables,rolls/buns,brown bread,pastry,specialty bar,
1264708,sausage,other vegetables,dessert,yogurt,frozen vegetables,frozen fish,zwieback,spices,waffles,,,
4241794,citrus fruit,dessert,yogurt,UHT-milk,rolls/buns,margarine,mustard,,,,,
3713030,sausage,ham,sliced cheese,frozen fish,brown bread,pastry,soda,newspapers,,,,
8367695,other vegetables,whole milk,yogurt,ice cream,,,,,,,,
5163224,sausage,whole milk,rolls/buns,,dishes,flower (seeds),,,,,,
7854146,other vegetables,whole milk,rolls/buns,skin care,,,,,,,,
7460701,canned beer,,,,,,,,,,,
2505463,detergent,photo/film,,,packaged fruit/vegetables,dessert,yogurt,UHT-milk,hard cheese,mayonnaise,domestic eggs,spices
5363215,citrus fruit,tropical fruit,pip fruit,root vegetables,whole milk,butter,rolls/buns,brown bread,bottled beer,long life bakery product,pot plants,
5479255,beef,root vegetables,herbs,other vegetables,light bulbs,newspapers,,,,,,
1372737,other vegetables,packaged fruit/vegetables,brown bread,pastry,,,,,,,,
2595109,bottled beer,,,,,,,,,,,
7215700,other vegetables,whole milk,,,,,,,,,,
2376759,fruit/vegetable juice,waffles,,,,,,,,,,
1404232,misc. beverages,,,,butter milk,brown bread,,,,,,
5508657,tropical fruit,berries,whole milk,butter,,,,,,,,
7478529,pip fruit,pastry,margarine,,whipped/sour cream,domestic eggs,rolls/buns,house keeping products,,,,
6297308,sausage,chicken,other vegetables,whole milk,bottled water,fruit/vegetable juice,,,,,,
2831328,root vegetables,whole milk,hard cheese,sauces,,,,,,,,
8103885,zwieback,cat food,dish cleaner,,soft cheese,pickled vegetables,bottled water,detergent,newspapers,,,
6016248,chicken,beef,tropical fruit,other vegetables,soda,,,,,,,
2662997,tropical fruit,yogurt,UHT-milk,bottled water,fruit/vegetable juice,salty snack,chewing gum,napkins,newspapers,shopping bags,,
6931169,tropical fruit,butter milk,beverages,bottled water,,,,,,,,
4545703,root vegetables,rolls/buns,,,,,,,,,,
3645204,canned beer,,,,soft cheese,bottled beer,detergent,,,,,
2125593,beef,pip fruit,root vegetables,whole milk,brown bread,pastry,bottled beer,specialty chocolate,flower (seeds),,,
2656402,hamburger meat,root vegetables,whole milk,yogurt,house keeping products,newspapers,,,,,,
1802372,other vegetables,ice cream,brown bread,soda,,,,,,,,
4397411,liquor (appetizer),,,,semi-finished bread,soda,white wine,newspapers,,,,
7609364,pip fruit,root vegetables,frozen vegetables,rolls/buns,,,,,,,,
2264583,newspapers,,,,butter,whipped/sour cream,hard cheese,ketchup,fruit/vegetable juice,candy,napkins,
4526062,turkey,tropical fruit,root vegetables,other vegetables,,,,,,,,
4700254,rolls/buns,margarine,bottled water,bottled beer,,,,,,,,
9597177,sausage,soda,,,,,,,,,,
1733469,beef,margarine,bottled beer,flower (seeds),newspapers,,,,,,,
5397240,whole milk,yogurt,brown bread,chocolate,,,,,,,,
1457801,whole milk,rolls/buns,baking powder,chocolate,,,,,,,,
4631973,pip fruit,whole milk,frozen vegetables,bottled water,,,,,,,,
9072314,meat,whole milk,rolls/buns,,ice cream,sauces,salty snack,kitchen towels,,,,
2966915,hamburger meat,whole milk,tidbits,frozen fish,,,,,,,,
6745913,photo/film,,,,,,,,,,,
1329486,other vegetables,,,,,,,,,,,
8921503,root vegetables,white bread,brown bread,,shopping bags,,,,,,,
7169483,other vegetables,white bread,pickled vegetables,soda,frozen vegetables,bottled water,,,,,,
6123374,citrus fruit,pip fruit,other vegetables,whole milk,,,,,,,,
3508925,beef,,,,coffee,bottled water,bottled beer,,,,,
3945643,frankfurter,whole milk,yogurt,frozen vegetables,,,,,,,,
6940343,ham,beef,tropical fruit,cat food,,,,,,,,
1602273,soda,bottled beer,specialty bar,,,,,,,,,
